"Airline","Date_of_Journey","Source","Destination","Route","Dep_Time","Arrival_Time","Duration","Total_Stops","Additional_Info","Price"
"IndiGo","2024-11-22","Banglore","Kolkata","BAN --> CHE --> COC --> KOL","09:00:00","15:30:00","6h 30m","2 stops","Red-eye flight",7348
"Multiple carriers","2024-11-23","Banglore","Hyderabad","BAN --> MUM --> COC --> HYD","14:30:00","23:00:00","8h 30m","2 stops","No check-in baggage included",13153
"IndiGo","2024-11-23","Delhi","Chennai","DEL --> CHE","15:00:00","18:30:00","3h 30m","non-stop","No check-in baggage included",7817
"Jet Airways Business","2024-11-23","Mumbai","Chennai","MUM --> COC --> KOL --> CHE","14:00:00","20:15:00","6h 15m","2 stops","Change airports",12183
"Akasa Air","2024-11-23","Mumbai","Banglore","MUM --> BAN","15:15:00","16:15:00","1h 0m","non-stop","No check-in baggage included",6868
"SpiceJet","2024-11-23","Hyderabad","Banglore","HYD --> MUM --> DEL --> BAN","07:45:00","17:30:00","9h 45m","2 stops","Red-eye flight",3759
"Vistara","2024-11-23","Delhi","Hyderabad","DEL --> HYD","17:15:00","18:45:00","1h 30m","non-stop","No check-in baggage included",10511
"Air India","2024-11-23","Chennai","Kolkata","CHE --> KOL","21:15:00","00:15:00","3h 0m","non-stop","Business class",4180
"IndiGo","2024-11-24","Delhi","Hyderabad","DEL --> BAN --> CHE --> HYD","05:30:00","15:15:00","9h 45m","2 stops","Business class",5216
"Air India","2024-11-24","Mumbai","Banglore","MUM --> BAN","17:45:00","20:15:00","2h 30m","non-stop","Red-eye flight",14548
"GoAir","2024-11-24","Hyderabad","Mumbai","HYD --> BAN --> COC --> MUM","06:00:00","14:15:00","8h 15m","2 stops","1 Long layover",8175
"SpiceJet","2024-11-24","Banglore","Delhi","BAN --> HYD --> DEL","18:45:00","01:30:00","6h 45m","1 stop","Business class",8209
"Air Asia","2024-11-24","Mumbai","Delhi","MUM --> DEL","19:15:00","20:15:00","1h 0m","non-stop","Red-eye flight",11579
"Akasa Air","2024-11-24","Delhi","Mumbai","DEL --> BAN --> HYD --> MUM","19:30:00","02:00:00","6h 30m","2 stops","Change airports",12846
"SpiceJet","2024-11-24","Cochin","Delhi","COC --> CHE --> HYD --> DEL","07:00:00","15:00:00","8h 0m","2 stops","No info",4176
"IndiGo","2024-11-24","Chennai","Banglore","CHE --> MUM --> HYD --> BAN","20:15:00","04:15:00","8h 0m","2 stops","Change airports",11960
"IndiGo","2024-11-24","Banglore","Cochin","BAN --> COC","15:30:00","16:45:00","1h 15m","non-stop","Business class",13731
"Air India","2024-11-24","Kolkata","Hyderabad","KOL --> DEL --> HYD","18:00:00","00:30:00","6h 30m","1 stop","Red-eye flight",12859
"SpiceJet","2024-11-25","Cochin","Mumbai","COC --> CHE --> HYD --> MUM","08:15:00","18:00:00","9h 45m","2 stops","No check-in baggage included",5740
"SpiceJet","2024-11-25","Banglore","Chennai","BAN --> CHE","18:45:00","21:45:00","3h 0m","non-stop","In-flight meal not included",8559
"SpiceJet","2024-11-25","Banglore","Delhi","BAN --> COC --> DEL","11:15:00","16:30:00","5h 15m","1 stop","Red-eye flight",6960
"IndiGo","2024-11-25","Hyderabad","Delhi","HYD --> BAN --> KOL --> DEL","10:45:00","17:45:00","7h 0m","2 stops","In-flight meal not included",5753
"IndiGo","2024-11-25","Chennai","Hyderabad","CHE --> DEL --> HYD","19:45:00","23:15:00","3h 30m","1 stop","Business class",6651
"SpiceJet","2024-11-25","Chennai","Banglore","CHE --> COC --> MUM --> BAN","17:15:00","01:15:00","8h 0m","2 stops","No info",12088
"Vistara","2024-11-26","Cochin","Banglore","COC --> HYD --> MUM --> BAN","17:30:00","01:30:00","8h 0m","2 stops","1 Long layover",8494
"Akasa Air","2024-11-26","Hyderabad","Chennai","HYD --> KOL --> MUM --> CHE","05:15:00","13:15:00","8h 0m","2 stops","Business class",13632
"IndiGo","2024-11-26","Delhi","Banglore","DEL --> BAN","09:30:00","10:30:00","1h 0m","non-stop","1 Long layover",9109
"Multiple carriers","2024-11-26","Kolkata","Delhi","KOL --> BAN --> DEL","12:30:00","17:00:00","4h 30m","1 stop","Red-eye flight",12345
"Akasa Air","2024-11-26","Chennai","Banglore","CHE --> BAN","09:00:00","10:15:00","1h 15m","non-stop","Business class",12306
"Multiple carriers","2024-11-26","Banglore","Chennai","BAN --> DEL --> CHE","11:00:00","14:00:00","3h 0m","1 stop","Change airports",8442
"Air Asia","2024-11-26","Kolkata","Mumbai","KOL --> BAN --> MUM","13:30:00","18:30:00","5h 0m","1 stop","In-flight meal not included",5473
"Air Asia","2024-11-26","Hyderabad","Delhi","HYD --> KOL --> COC --> DEL","17:00:00","23:30:00","6h 30m","2 stops","Red-eye flight",13936
"Akasa Air","2024-11-27","Banglore","Delhi","BAN --> HYD --> COC --> DEL","05:15:00","14:00:00","8h 45m","2 stops","In-flight meal not included",11297
"Vistara","2024-11-27","Delhi","Mumbai","DEL --> BAN --> CHE --> MUM","12:30:00","21:15:00","8h 45m","2 stops","Red-eye flight",14863
"Jet Airways Business","2024-11-27","Chennai","Kolkata","CHE --> DEL --> MUM --> KOL","11:45:00","18:30:00","6h 45m","2 stops","Change airports",13523
"Jet Airways Business","2024-11-27","Delhi","Hyderabad","DEL --> HYD","15:30:00","18:45:00","3h 15m","non-stop","Business class",7146
"IndiGo","2024-11-27","Delhi","Banglore","DEL --> BAN","14:00:00","16:00:00","2h 0m","non-stop","No check-in baggage included",7862
"SpiceJet","2024-11-27","Hyderabad","Mumbai","HYD --> DEL --> MUM","13:00:00","17:30:00","4h 30m","1 stop","Red-eye flight",3169
"Vistara","2024-11-27","Banglore","Mumbai","BAN --> CHE --> MUM","09:15:00","14:45:00","5h 30m","1 stop","No check-in baggage included",11266
"IndiGo","2024-11-27","Kolkata","Delhi","KOL --> CHE --> DEL","05:45:00","09:45:00","4h 0m","1 stop","No info",7852
"IndiGo","2024-11-27","Kolkata","Chennai","KOL --> CHE","20:15:00","23:15:00","3h 0m","non-stop","Change airports",11597
"Akasa Air","2024-11-27","Chennai","Mumbai","CHE --> BAN --> COC --> MUM","17:15:00","03:00:00","9h 45m","2 stops","In-flight meal not included",3074
"GoAir","2024-11-27","Delhi","Cochin","DEL --> COC","15:00:00","17:30:00","2h 30m","non-stop","No check-in baggage included",10066
"IndiGo","2024-11-27","Mumbai","Hyderabad","MUM --> CHE --> HYD","16:00:00","20:00:00","4h 0m","1 stop","Business class",6266
"GoAir","2024-11-28","Cochin","Delhi","COC --> HYD --> CHE --> DEL","11:45:00","19:15:00","7h 30m","2 stops","Change airports",8702
"IndiGo","2024-11-28","Hyderabad","Cochin","HYD --> BAN --> COC","17:00:00","20:30:00","3h 30m","1 stop","Business class",7871
"IndiGo","2024-11-28","Delhi","Hyderabad","DEL --> CHE --> HYD","14:30:00","21:00:00","6h 30m","1 stop","No check-in baggage included",11996
"SpiceJet","2024-11-28","Mumbai","Delhi","MUM --> DEL","18:30:00","19:45:00","1h 15m","non-stop","Red-eye flight",13027
"SpiceJet","2024-11-28","Mumbai","Banglore","MUM --> CHE --> BAN","12:15:00","17:00:00","4h 45m","1 stop","1 Long layover",14340
"IndiGo","2024-11-28","Chennai","Mumbai","CHE --> DEL --> MUM","20:00:00","23:00:00","3h 0m","1 stop","No check-in baggage included",4161
"IndiGo","2024-11-28","Chennai","Kolkata","CHE --> KOL","10:45:00","12:15:00","1h 30m","non-stop","Red-eye flight",5697
"Air India","2024-11-29","Banglore","Delhi","BAN --> DEL","16:00:00","18:00:00","2h 0m","non-stop","Red-eye flight",10988
"Air India","2024-11-29","Delhi","Banglore","DEL --> CHE --> BAN","15:45:00","20:30:00","4h 45m","1 stop","No check-in baggage included",3239
"IndiGo","2024-11-29","Mumbai","Hyderabad","MUM --> HYD","05:30:00","07:00:00","1h 30m","non-stop","No info",12780
"IndiGo","2024-11-29","Cochin","Mumbai","COC --> HYD --> DEL --> MUM","11:15:00","21:00:00","9h 45m","2 stops","No check-in baggage included",3909
"Vistara Premium economy","2024-11-29","Mumbai","Kolkata","MUM --> COC --> KOL","07:45:00","11:30:00","3h 45m","1 stop","No info",13118
"IndiGo","2024-11-29","Delhi","Hyderabad","DEL --> KOL --> HYD","11:30:00","16:00:00","4h 30m","1 stop","No info",4442
"Akasa Air","2024-11-29","Chennai","Mumbai","CHE --> DEL --> MUM","16:30:00","22:00:00","5h 30m","1 stop","Business class",13891
"SpiceJet","2024-11-29","Hyderabad","Kolkata","HYD --> CHE --> KOL","17:30:00","21:00:00","3h 30m","1 stop","In-flight meal not included",12933
"Vistara","2024-11-29","Delhi","Kolkata","DEL --> MUM --> KOL","10:45:00","14:00:00","3h 15m","1 stop","Red-eye flight",12146
"Vistara","2024-11-29","Mumbai","Delhi","MUM --> DEL","07:00:00","08:30:00","1h 30m","non-stop","Change airports",8766
"SpiceJet","2024-11-30","Delhi","Kolkata","DEL --> BAN --> KOL","06:30:00","11:45:00","5h 15m","1 stop","Red-eye flight",10553
"IndiGo","2024-11-30","Delhi","Banglore","DEL --> BAN","07:00:00","10:00:00","3h 0m","non-stop","1 Long layover",9057
"Air India","2024-11-30","Mumbai","Hyderabad","MUM --> DEL --> HYD","15:15:00","18:15:00","3h 0m","1 stop","In-flight meal not included",8556
"Vistara Premium economy","2024-11-30","Delhi","Mumbai","DEL --> BAN --> CHE --> MUM","14:15:00","21:00:00","6h 45m","2 stops","Business class",11115
"GoAir","2024-11-30","Delhi","Cochin","DEL --> COC","07:45:00","10:15:00","2h 30m","non-stop","In-flight meal not included",7831
"GoAir","2024-12-01","Delhi","Banglore","DEL --> CHE --> BAN","12:45:00","18:30:00","5h 45m","1 stop","1 Long layover",14738
"Vistara","2024-12-01","Hyderabad","Banglore","HYD --> BAN","10:15:00","12:30:00","2h 15m","non-stop","Business class",3637
"GoAir","2024-12-01","Delhi","Chennai","DEL --> CHE","12:15:00","14:15:00","2h 0m","non-stop","Red-eye flight",11307
"Air India","2024-12-01","Mumbai","Hyderabad","MUM --> CHE --> BAN --> HYD","11:15:00","19:30:00","8h 15m","2 stops","In-flight meal not included",6031
"Air India","2024-12-01","Kolkata","Banglore","KOL --> DEL --> CHE --> BAN","06:15:00","15:00:00","8h 45m","2 stops","1 Long layover",8212
"IndiGo","2024-12-01","Cochin","Kolkata","COC --> DEL --> KOL","15:45:00","21:00:00","5h 15m","1 stop","In-flight meal not included",13731
"Air India","2024-12-01","Kolkata","Delhi","KOL --> HYD --> COC --> DEL","05:30:00","12:15:00","6h 45m","2 stops","Change airports",9892
"IndiGo","2024-12-01","Chennai","Kolkata","CHE --> KOL","16:30:00","17:30:00","1h 0m","non-stop","No info",9199
"Akasa Air","2024-12-01","Chennai","Delhi","CHE --> BAN --> DEL","11:45:00","17:00:00","5h 15m","1 stop","No check-in baggage included",8578
"IndiGo","2024-12-01","Mumbai","Banglore","MUM --> CHE --> COC --> BAN","16:15:00","22:30:00","6h 15m","2 stops","No check-in baggage included",11205
"IndiGo","2024-12-01","Banglore","Delhi","BAN --> HYD --> MUM --> DEL","21:15:00","03:45:00","6h 30m","2 stops","No check-in baggage included",8682
"Air Asia","2024-12-01","Banglore","Kolkata","BAN --> CHE --> HYD --> KOL","18:15:00","02:30:00","8h 15m","2 stops","In-flight meal not included",12631
"Jet Airways Business","2024-12-02","Mumbai","Delhi","MUM --> DEL","12:00:00","15:30:00","3h 30m","non-stop","No check-in baggage included",9147
"IndiGo","2024-12-02","Hyderabad","Delhi","HYD --> BAN --> DEL","17:15:00","00:00:00","6h 45m","1 stop","No check-in baggage included",4927
"Akasa Air","2024-12-02","Kolkata","Mumbai","KOL --> DEL --> MUM","18:00:00","00:30:00","6h 30m","1 stop","Business class",13616
"Jet Airways Business","2024-12-02","Delhi","Mumbai","DEL --> COC --> KOL --> MUM","05:45:00","12:15:00","6h 30m","2 stops","1 Long layover",12384
"Vistara","2024-12-02","Cochin","Delhi","COC --> CHE --> BAN --> DEL","17:30:00","02:00:00","8h 30m","2 stops","Red-eye flight",11361
"Vistara","2024-12-02","Banglore","Mumbai","BAN --> HYD --> MUM","21:30:00","03:00:00","5h 30m","1 stop","Business class",10664
"IndiGo","2024-12-02","Delhi","Kolkata","DEL --> COC --> CHE --> KOL","15:45:00","22:15:00","6h 30m","2 stops","No check-in baggage included",11312
"IndiGo","2024-12-02","Banglore","Chennai","BAN --> HYD --> CHE","17:15:00","21:15:00","4h 0m","1 stop","Red-eye flight",13483
"Akasa Air","2024-12-02","Cochin","Banglore","COC --> KOL --> DEL --> BAN","13:30:00","20:45:00","7h 15m","2 stops","Business class",3796
"Akasa Air","2024-12-03","Banglore","Delhi","BAN --> MUM --> CHE --> DEL","14:00:00","22:30:00","8h 30m","2 stops","Red-eye flight",8433
"Air India","2024-12-03","Kolkata","Delhi","KOL --> HYD --> DEL","05:45:00","11:45:00","6h 0m","1 stop","Business class",9998
"Air Asia","2024-12-03","Delhi","Mumbai","DEL --> CHE --> KOL --> MUM","19:00:00","01:15:00","6h 15m","2 stops","In-flight meal not included",6845
"Multiple carriers","2024-12-03","Mumbai","Chennai","MUM --> CHE","13:15:00","14:15:00","1h 0m","non-stop","No info",5874
"Vistara","2024-12-03","Mumbai","Hyderabad","MUM --> HYD","06:30:00","08:30:00","2h 0m","non-stop","1 Long layover",13188
"IndiGo","2024-12-03","Banglore","Mumbai","BAN --> DEL --> MUM","19:30:00","00:30:00","5h 0m","1 stop","No check-in baggage included",6606
"Vistara","2024-12-03","Hyderabad","Delhi","HYD --> BAN --> DEL","21:30:00","02:30:00","5h 0m","1 stop","Change airports",13501
"Vistara","2024-12-04","Delhi","Banglore","DEL --> BAN","11:15:00","14:45:00","3h 30m","non-stop","No info",7048
"IndiGo","2024-12-04","Mumbai","Kolkata","MUM --> KOL","15:00:00","17:15:00","2h 15m","non-stop","In-flight meal not included",12019
"GoAir","2024-12-04","Chennai","Banglore","CHE --> BAN","14:45:00","18:15:00","3h 30m","non-stop","1 Long layover",10072
"SpiceJet","2024-12-04","Kolkata","Mumbai","KOL --> DEL --> BAN --> MUM","11:00:00","19:45:00","8h 45m","2 stops","No info",5305
"IndiGo","2024-12-04","Hyderabad","Chennai","HYD --> MUM --> DEL --> CHE","07:30:00","16:45:00","9h 15m","2 stops","No check-in baggage included",13269
"IndiGo","2024-12-04","Chennai","Delhi","CHE --> DEL","11:00:00","12:00:00","1h 0m","non-stop","1 Long layover",3935
"Vistara","2024-12-04","Delhi","Hyderabad","DEL --> CHE --> HYD","13:15:00","19:45:00","6h 30m","1 stop","Red-eye flight",11083
"SpiceJet","2024-12-04","Mumbai","Delhi","MUM --> DEL","15:00:00","17:30:00","2h 30m","non-stop","Red-eye flight",9276
"Air India","2024-12-04","Delhi","Mumbai","DEL --> COC --> MUM","05:30:00","11:30:00","6h 0m","1 stop","1 Long layover",10131
"GoAir","2024-12-04","Mumbai","Banglore","MUM --> BAN","10:45:00","14:00:00","3h 15m","non-stop","In-flight meal not included",13788
"Jet Airways Business","2024-12-04","Banglore","Delhi","BAN --> DEL","17:15:00","20:30:00","3h 15m","non-stop","Change airports",4114
"Multiple carriers Premium economy","2024-12-05","Hyderabad","Mumbai","HYD --> DEL --> COC --> MUM","07:45:00","15:45:00","8h 0m","2 stops","Red-eye flight",11233
"SpiceJet","2024-12-05","Kolkata","Banglore","KOL --> BAN","20:30:00","23:30:00","3h 0m","non-stop","In-flight meal not included",13919
"Vistara","2024-12-05","Chennai","Banglore","CHE --> KOL --> BAN","15:45:00","20:15:00","4h 30m","1 stop","No info",10496
"SpiceJet","2024-12-05","Mumbai","Banglore","MUM --> CHE --> BAN","14:45:00","18:45:00","4h 0m","1 stop","Change airports",5776
"IndiGo","2024-12-05","Mumbai","Chennai","MUM --> KOL --> COC --> CHE","21:15:00","04:00:00","6h 45m","2 stops","Change airports",7479
"IndiGo","2024-12-05","Cochin","Banglore","COC --> MUM --> BAN","09:45:00","14:15:00","4h 30m","1 stop","Red-eye flight",4245
"IndiGo","2024-12-05","Banglore","Delhi","BAN --> COC --> DEL","10:45:00","14:15:00","3h 30m","1 stop","Red-eye flight",3843
"IndiGo","2024-12-05","Mumbai","Hyderabad","MUM --> HYD","12:45:00","15:00:00","2h 15m","non-stop","In-flight meal not included",14050
"IndiGo","2024-12-05","Banglore","Mumbai","BAN --> DEL --> MUM","07:15:00","12:45:00","5h 30m","1 stop","1 Long layover",10043
"IndiGo","2024-12-06","Hyderabad","Mumbai","HYD --> MUM","13:00:00","15:30:00","2h 30m","non-stop","No info",10218
"SpiceJet","2024-12-06","Delhi","Hyderabad","DEL --> COC --> HYD","12:45:00","17:00:00","4h 15m","1 stop","No info",11802
"Akasa Air","2024-12-06","Hyderabad","Delhi","HYD --> CHE --> DEL","11:00:00","14:00:00","3h 0m","1 stop","In-flight meal not included",13640
"SpiceJet","2024-12-06","Mumbai","Kolkata","MUM --> DEL --> KOL","12:45:00","17:30:00","4h 45m","1 stop","In-flight meal not included",14122
"Vistara","2024-12-06","Mumbai","Delhi","MUM --> KOL --> CHE --> DEL","13:45:00","22:15:00","8h 30m","2 stops","1 Long layover",10243
"IndiGo","2024-12-06","Banglore","Delhi","BAN --> COC --> DEL","11:15:00","17:30:00","6h 15m","1 stop","Business class",4404
"Air Asia","2024-12-06","Delhi","Banglore","DEL --> HYD --> KOL --> BAN","21:45:00","04:45:00","7h 0m","2 stops","No info",6876
"IndiGo","2024-12-06","Chennai","Delhi","CHE --> DEL","20:30:00","21:30:00","1h 0m","non-stop","Business class",5564
"Air India","2024-12-07","Hyderabad","Cochin","HYD --> COC","16:15:00","19:45:00","3h 30m","non-stop","Business class",13997
"IndiGo","2024-12-07","Delhi","Chennai","DEL --> CHE","17:30:00","18:45:00","1h 15m","non-stop","Business class",7638
"Vistara","2024-12-07","Mumbai","Delhi","MUM --> BAN --> CHE --> DEL","21:00:00","03:00:00","6h 0m","2 stops","1 Long layover",10897
"Jet Airways","2024-12-07","Hyderabad","Kolkata","HYD --> COC --> DEL --> KOL","17:00:00","01:45:00","8h 45m","2 stops","1 Long layover",5333
"Air India","2024-12-07","Cochin","Delhi","COC --> KOL --> BAN --> DEL","21:30:00","04:30:00","7h 0m","2 stops","Business class",10190
"IndiGo","2024-12-07","Delhi","Hyderabad","DEL --> COC --> BAN --> HYD","16:00:00","01:30:00","9h 30m","2 stops","No check-in baggage included",6789
"SpiceJet","2024-12-07","Banglore","Delhi","BAN --> HYD --> DEL","07:45:00","13:00:00","5h 15m","1 stop","In-flight meal not included",13880
"Air India","2024-12-07","Kolkata","Mumbai","KOL --> HYD --> CHE --> MUM","08:45:00","15:15:00","6h 30m","2 stops","No check-in baggage included",3752
"IndiGo","2024-12-07","Banglore","Mumbai","BAN --> DEL --> COC --> MUM","05:15:00","13:00:00","7h 45m","2 stops","In-flight meal not included",9093
"IndiGo","2024-12-07","Hyderabad","Delhi","HYD --> CHE --> DEL","15:30:00","21:30:00","6h 0m","1 stop","Change airports",7268
"GoAir","2024-12-07","Chennai","Mumbai","CHE --> HYD --> MUM","08:30:00","13:00:00","4h 30m","1 stop","No info",3108
"Air India","2024-12-07","Delhi","Kolkata","DEL --> KOL","19:00:00","22:15:00","3h 15m","non-stop","Change airports",6756
"GoAir","2024-12-08","Delhi","Hyderabad","DEL --> HYD","06:15:00","08:15:00","2h 0m","non-stop","No info",3107
"IndiGo","2024-12-08","Hyderabad","Chennai","HYD --> KOL --> CHE","14:45:00","17:45:00","3h 0m","1 stop","No info",8914
"IndiGo","2024-12-08","Chennai","Cochin","CHE --> MUM --> COC","19:00:00","22:30:00","3h 30m","1 stop","No info",14200
"Vistara","2024-12-08","Cochin","Mumbai","COC --> MUM","05:15:00","06:45:00","1h 30m","non-stop","1 Long layover",10752
"Air India","2024-12-08","Delhi","Mumbai","DEL --> MUM","19:15:00","22:15:00","3h 0m","non-stop","1 Long layover",6843
"Vistara Premium economy","2024-12-08","Mumbai","Cochin","MUM --> COC","13:00:00","16:30:00","3h 30m","non-stop","Change airports",10078
"Vistara","2024-12-08","Chennai","Banglore","CHE --> HYD --> COC --> BAN","09:30:00","15:45:00","6h 15m","2 stops","Change airports",14933
"Vistara","2024-12-08","Mumbai","Banglore","MUM --> KOL --> COC --> BAN","13:15:00","20:30:00","7h 15m","2 stops","No info",7697
"Air India","2024-12-08","Mumbai","Delhi","MUM --> CHE --> KOL --> DEL","20:15:00","06:00:00","9h 45m","2 stops","Red-eye flight",14325
